,Idade,Classe,Sexo,Sobreviveu,Família,Prioritário
193,61.0,2,masculino,morto,0,Não Prioritário
194,8.0,2,masculino,morto,2,Prioritário
195,33.0,3,masculino,morto,0,Não Prioritário
196,6.0,1,masculino,morto,2,Prioritário
197,18.0,3,feminino,sobrevivente,0,Prioritário
198,23.0,2,masculino,morto,0,Não Prioritário
199,0.0,3,feminino,sobrevivente,0,Prioritário
200,0.0,3,feminino,sobrevivente,0,Prioritário
201,0.33,3,masculino,morto,2,Prioritário
202,47.0,1,masculino,morto,1,Não Prioritário
203,8.0,2,feminino,sobrevivente,2,Prioritário
204,25.0,2,masculino,morto,0,Não Prioritário
205,0.0,1,masculino,morto,0,Não Prioritário
206,35.0,3,feminino,sobrevivente,0,Prioritário
207,24.0,2,masculino,morto,0,Não Prioritário
208,33.0,1,feminino,sobrevivente,0,Prioritário
209,25.0,3,masculino,morto,0,Não Prioritário
210,32.0,3,masculino,morto,0,Não Prioritário
211,0.0,3,masculino,morto,0,Não Prioritário
212,17.0,2,masculino,morto,0,Não Prioritário
213,60.0,2,feminino,sobrevivente,1,Prioritário
214,38.0,3,feminino,sobrevivente,6,Prioritário
215,42.0,1,masculino,morto,0,Não Prioritário
216,0.0,3,feminino,sobrevivente,0,Prioritário
217,57.0,1,masculino,morto,2,Não Prioritário
218,50.0,1,feminino,sobrevivente,2,Prioritário
219,0.0,3,masculino,morto,0,Não Prioritário
220,30.0,2,feminino,sobrevivente,1,Prioritário
221,21.0,3,masculino,morto,0,Não Prioritário
222,22.0,2,feminino,sobrevivente,0,Prioritário
223,21.0,3,masculino,morto,0,Não Prioritário
224,53.0,1,feminino,sobrevivente,0,Prioritário
225,0.0,3,feminino,sobrevivente,2,Prioritário
226,23.0,3,masculino,morto,0,Não Prioritário
227,0.0,3,feminino,sobrevivente,0,Prioritário
228,40.5,3,masculino,morto,0,Não Prioritário
229,36.0,2,masculino,morto,0,Não Prioritário
230,14.0,2,masculino,morto,0,Prioritário
231,21.0,1,feminino,sobrevivente,0,Prioritário
232,21.0,3,masculino,morto,1,Não Prioritário
233,0.0,3,masculino,morto,0,Não Prioritário
234,39.0,1,masculino,morto,1,Não Prioritário
235,20.0,3,masculino,morto,0,Não Prioritário
236,64.0,1,masculino,morto,1,Não Prioritário
237,20.0,3,masculino,morto,0,Não Prioritário
238,18.0,2,feminino,sobrevivente,2,Prioritário
239,48.0,1,feminino,sobrevivente,1,Prioritário
240,55.0,1,feminino,sobrevivente,0,Prioritário
241,45.0,2,feminino,sobrevivente,2,Prioritário
242,45.0,1,masculino,morto,2,Não Prioritário
243,0.0,3,masculino,morto,0,Não Prioritário
244,0.0,3,masculino,morto,3,Não Prioritário
245,41.0,1,masculino,morto,1,Não Prioritário
246,22.0,2,feminino,sobrevivente,0,Prioritário
247,42.0,2,masculino,morto,2,Não Prioritário
248,29.0,2,feminino,sobrevivente,1,Prioritário
249,0.0,3,feminino,sobrevivente,1,Prioritário
250,0.92,2,feminino,sobrevivente,3,Prioritário
251,20.0,3,masculino,morto,0,Não Prioritário
252,27.0,1,masculino,morto,1,Não Prioritário
253,24.0,3,masculino,morto,0,Não Prioritário
254,32.5,3,masculino,morto,0,Não Prioritário
255,0.0,3,masculino,morto,0,Não Prioritário
256,0.0,3,masculino,morto,0,Não Prioritário
257,28.0,3,masculino,morto,0,Não Prioritário
258,19.0,2,feminino,sobrevivente,0,Prioritário
259,21.0,3,masculino,morto,0,Não Prioritário
260,36.5,3,masculino,morto,1,Não Prioritário
261,21.0,3,masculino,morto,0,Não Prioritário
262,29.0,2,feminino,sobrevivente,2,Prioritário
263,1.0,3,feminino,sobrevivente,2,Prioritário
264,30.0,2,masculino,morto,0,Não Prioritário
265,0.0,3,masculino,morto,0,Não Prioritário
266,0.0,1,masculino,morto,0,Não Prioritário
267,0.0,3,masculino,morto,0,Não Prioritário
268,0.0,3,feminino,sobrevivente,0,Prioritário
269,17.0,3,masculino,morto,0,Não Prioritário
270,46.0,1,masculino,morto,0,Não Prioritário
271,0.0,3,masculino,morto,0,Não Prioritário
272,26.0,1,feminino,sobrevivente,1,Prioritário
273,0.0,3,feminino,sobrevivente,1,Prioritário
274,0.0,3,masculino,morto,0,Não Prioritário
275,20.0,2,feminino,sobrevivente,1,Prioritário
276,28.0,2,masculino,morto,0,Não Prioritário
277,40.0,2,masculino,morto,1,Não Prioritário
278,30.0,2,masculino,morto,1,Não Prioritário
279,22.0,2,masculino,morto,0,Não Prioritário
280,23.0,3,feminino,sobrevivente,0,Prioritário
281,0.75,3,masculino,morto,2,Prioritário
282,0.0,3,feminino,sobrevivente,0,Prioritário
283,9.0,3,feminino,sobrevivente,2,Prioritário
284,2.0,3,feminino,sobrevivente,2,Prioritário
285,36.0,3,masculino,morto,0,Não Prioritário
286,0.0,3,masculino,morto,0,Não Prioritário
287,24.0,1,masculino,morto,1,Não Prioritário
288,0.0,3,masculino,morto,0,Não Prioritário
289,0.0,3,masculino,morto,0,Não Prioritário
290,0.0,1,masculino,morto,0,Não Prioritário
291,30.0,3,feminino,sobrevivente,0,Prioritário
292,0.0,3,masculino,morto,0,Não Prioritário
293,53.0,1,masculino,morto,2,Não Prioritário
294,36.0,3,masculino,morto,0,Não Prioritário
295,26.0,3,masculino,morto,0,Não Prioritário
296,1.0,2,feminino,sobrevivente,3,Prioritário
297,0.0,3,masculino,morto,2,Não Prioritário
298,30.0,1,masculino,morto,0,Não Prioritário
299,29.0,3,masculino,morto,0,Não Prioritário
300,32.0,3,masculino,morto,0,Não Prioritário
301,0.0,2,masculino,morto,0,Não Prioritário
302,43.0,2,masculino,morto,1,Não Prioritário
303,24.0,3,masculino,morto,0,Não Prioritário
304,0.0,3,feminino,sobrevivente,0,Prioritário
305,64.0,1,feminino,sobrevivente,2,Prioritário
306,30.0,1,masculino,morto,3,Não Prioritário
307,0.83,3,masculino,morto,1,Prioritário
308,55.0,1,masculino,morto,2,Não Prioritário
309,45.0,3,feminino,sobrevivente,1,Prioritário
310,18.0,3,masculino,morto,0,Não Prioritário
311,22.0,3,masculino,morto,0,Não Prioritário
312,0.0,3,masculino,morto,0,Não Prioritário
313,37.0,3,feminino,sobrevivente,0,Prioritário
314,55.0,1,feminino,sobrevivente,0,Prioritário
315,17.0,3,feminino,sobrevivente,0,Prioritário
316,57.0,1,masculino,morto,1,Não Prioritário
317,19.0,2,masculino,morto,0,Não Prioritário
318,27.0,3,masculino,morto,0,Não Prioritário
319,22.0,2,masculino,morto,2,Não Prioritário
320,26.0,3,masculino,morto,0,Não Prioritário
321,25.0,3,masculino,morto,0,Não Prioritário
322,26.0,2,masculino,morto,0,Não Prioritário
323,33.0,1,masculino,morto,0,Não Prioritário
324,39.0,1,feminino,sobrevivente,0,Prioritário
325,23.0,3,masculino,morto,0,Não Prioritário
326,12.0,2,feminino,sobrevivente,3,Prioritário
327,46.0,1,masculino,morto,0,Não Prioritário
328,29.0,2,masculino,morto,1,Não Prioritário
329,21.0,2,masculino,morto,0,Não Prioritário
330,48.0,2,feminino,sobrevivente,2,Prioritário
331,39.0,1,masculino,morto,0,Não Prioritário
332,0.0,3,masculino,morto,0,Não Prioritário
333,19.0,3,feminino,sobrevivente,2,Prioritário
334,27.0,3,masculino,morto,0,Não Prioritário
335,30.0,1,masculino,morto,0,Não Prioritário
336,32.0,2,masculino,morto,0,Não Prioritário
337,39.0,3,masculino,morto,2,Não Prioritário
338,25.0,2,masculino,morto,0,Não Prioritário
339,0.0,3,masculino,morto,0,Não Prioritário
340,18.0,2,masculino,morto,0,Não Prioritário
341,32.0,3,masculino,morto,0,Não Prioritário
342,0.0,3,masculino,morto,10,Não Prioritário
343,58.0,1,feminino,sobrevivente,1,Prioritário
344,0.0,3,masculino,morto,2,Não Prioritário
345,16.0,3,feminino,sobrevivente,0,Prioritário
346,26.0,2,masculino,morto,0,Não Prioritário
347,38.0,3,feminino,sobrevivente,0,Prioritário
348,24.0,2,masculino,morto,0,Não Prioritário
349,31.0,2,feminino,sobrevivente,0,Prioritário
350,45.0,1,feminino,sobrevivente,1,Prioritário
351,25.0,2,masculino,morto,0,Não Prioritário
352,18.0,2,masculino,morto,0,Não Prioritário
353,49.0,2,masculino,morto,3,Não Prioritário
354,0.17,3,feminino,sobrevivente,3,Prioritário
355,50.0,1,masculino,morto,0,Não Prioritário
356,59.0,1,feminino,sobrevivente,2,Prioritário
357,0.0,3,masculino,morto,0,Não Prioritário
358,0.0,3,masculino,morto,0,Não Prioritário
359,30.0,3,feminino,sobrevivente,1,Prioritário
360,14.5,3,masculino,morto,10,Prioritário
361,24.0,2,feminino,sobrevivente,2,Prioritário
362,31.0,2,feminino,sobrevivente,0,Prioritário
363,27.0,3,masculino,morto,0,Não Prioritário
364,25.0,1,feminino,sobrevivente,1,Prioritário
365,0.0,3,feminino,sobrevivente,10,Prioritário
366,0.0,3,masculino,morto,1,Não Prioritário
367,22.0,3,feminino,sobrevivente,0,Prioritário
368,45.0,1,feminino,sobrevivente,1,Prioritário
369,29.0,2,masculino,morto,0,Não Prioritário
370,21.0,2,masculino,morto,1,Não Prioritário
371,31.0,1,feminino,sobrevivente,0,Prioritário
372,49.0,1,masculino,morto,0,Não Prioritário
373,44.0,2,masculino,morto,0,Não Prioritário
374,54.0,1,feminino,sobrevivente,2,Prioritário
375,45.0,1,feminino,sobrevivente,0,Prioritário
376,22.0,3,feminino,sobrevivente,2,Prioritário
377,21.0,2,masculino,morto,0,Não Prioritário
378,55.0,1,masculino,morto,0,Não Prioritário
379,5.0,3,masculino,morto,6,Prioritário
380,0.0,3,masculino,morto,0,Não Prioritário
381,26.0,3,masculino,morto,0,Não Prioritário
382,0.0,3,feminino,sobrevivente,0,Prioritário
383,19.0,3,feminino,sobrevivente,1,Prioritário
384,0.0,2,masculino,morto,0,Não Prioritário
385,24.0,2,feminino,sobrevivente,3,Prioritário
386,24.0,3,masculino,morto,0,Não Prioritário
387,57.0,2,masculino,morto,0,Não Prioritário
388,21.0,3,masculino,morto,0,Não Prioritário
389,6.0,3,masculino,morto,4,Prioritário
390,23.0,1,masculino,morto,0,Não Prioritário
391,51.0,1,feminino,sobrevivente,1,Prioritário
392,13.0,3,masculino,morto,2,Prioritário
393,47.0,2,masculino,morto,0,Não Prioritário
394,29.0,3,masculino,morto,4,Não Prioritário
395,18.0,1,feminino,sobrevivente,1,Prioritário
396,24.0,3,masculino,morto,0,Não Prioritário
397,48.0,1,feminino,sobrevivente,2,Prioritário
398,22.0,3,masculino,morto,0,Não Prioritário
399,31.0,3,masculino,morto,0,Não Prioritário
400,30.0,1,feminino,sobrevivente,0,Prioritário
401,38.0,2,masculino,morto,1,Não Prioritário
402,22.0,1,feminino,sobrevivente,1,Prioritário
403,17.0,1,masculino,morto,0,Não Prioritário
404,43.0,1,masculino,morto,1,Não Prioritário
405,20.0,2,masculino,morto,0,Não Prioritário
406,23.0,2,masculino,morto,1,Não Prioritário
407,50.0,1,masculino,morto,2,Não Prioritário
408,0.0,3,feminino,sobrevivente,0,Prioritário
409,3.0,3,feminino,sobrevivente,2,Prioritário
410,0.0,3,feminino,sobrevivente,0,Prioritário
411,37.0,1,feminino,sobrevivente,1,Prioritário
412,28.0,3,feminino,sobrevivente,0,Prioritário
413,0.0,3,masculino,morto,0,Não Prioritário
414,39.0,1,feminino,sobrevivente,0,Prioritário
415,38.5,3,masculino,morto,0,Não Prioritário
416,0.0,3,masculino,morto,0,Não Prioritário
417,0.0,3,masculino,morto,2,Não Prioritário
